Tspan12	Tshz1	Fnbp1l	Adamts15	Cldn12	Rxfp1	2310042E22Rik	Sema3c	Jam2	Apbb1ip	Frem2	BC005764	Deptor	C130030K03Rik	Klhl13	Tnfaip8l3	Ascl1	Atp1b2	Tmem132e	Prkar2b	Necab1	Nr2f2	Stmn1-rs1	Shisa9	Sub1	Vat1l	Pcdh18	Dpysl5	Cxcl14	Ptprf	Cers5	Nacc2	Cntnap2	Asic4	Tph2	Rit2	Scg2	Nr2e1	Bmp3	B3galnt1	Gm9846	Kcnn1	Fam19a2	Samd4	Stmn1	Egln3	Bmper	Cd200	1810041L15Rik	Rnf128
0	0	0	0	1	0	0	0	0	0	0	1	1	0	2	0	0	1	0	3	0	0	0	0	32	0	1	1	0	0	1	0	4	0	1	5	17	0	0	2	1	0	1	0	7	1	0	3	1	0
0	2	0	0	0	0	0	0	0	0	0	3	0	0	4	0	0	3	0	5	6	4	0	0	25	1	0	1	0	4	4	1	2	0	0	3	5	0	0	2	0	0	0	0	2	0	1	7	0	1
0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	9	0	0	24	0	0	1	0	0	0	0	1	0	0	2	9	0	0	2	2	0	0	0	6	0	0	3	2	1
0	0	0	0	0	0	0	0	0	0	0	3	1	0	3	0	0	4	0	0	3	20	0	0	16	3	0	2	0	4	1	9	6	0	0	7	23	0	0	5	1	0	2	0	9	0	3	6	2	1
1	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	6	0	0	5	0	0	0	27	1	2	0	0	6	1	0	1	0	0	7	25	0	0	5	8	0	6	0	7	0	0	5	0	1
1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	4	0	0	0	20	0	0	0	0	4	0	2	3	0	0	3	11	0	0	6	1	0	2	1	4	0	0	4	1	2
0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	1	0	2	1	1	5	5	1	1	16	0	0	0	1	2	4	5	1	0	0	2	8	0	0	0	2	0	0	1	4	0	1	3	0	2
1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	11	0	2	1	0	1	0	1	2	0	0	1	6	0	0	0	2	0	0	0	1	0	0	3	0	2
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	11	1	0	0	0	0	1	0	0	0	0	3	16	0	0	2	0	0	0	1	0	0	0	0	0	0
0	0	4	1	2	0	0	0	0	0	0	1	0	0	2	0	0	0	0	2	0	0	0	0	40	0	0	2	0	1	1	25	5	0	0	2	48	0	0	2	1	0	13	0	8	1	0	2	0	2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	15	0	0	0	0	0	0	2	3	0	0	1	23	0	0	0	2	0	2	0	0	0	0	0	0	1
0	2	1	0	0	0	0	6	0	0	0	0	0	1	1	0	0	6	0	1	1	0	1	0	37	0	0	2	0	1	2	1	0	0	0	2	22	0	0	3	2	0	0	0	0	0	0	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	13	0	0	0	0	0	0	5	2	0	3	0	4	0	0	2	6	3	1	1	8	0	0	0	0	0
0	4	0	6	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	2	0	1	0	0	48	0	0	1	0	0	1	27	1	0	0	4	61	0	0	3	1	0	18	0	2	5	0	2	1	5
0	0	0	1	1	0	0	4	4	0	0	3	0	0	3	0	0	4	1	1	0	0	0	0	49	0	0	0	0	0	2	2	2	0	0	0	5	0	1	0	2	0	0	1	16	0	0	2	0	0
0	0	2	0	0	0	0	1	0	0	0	2	0	0	4	0	1	0	0	0	11	0	0	0	34	1	0	1	0	0	3	1	2	0	0	2	16	1	0	0	4	0	2	0	10	0	0	7	0	1
0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	1	0	1	0	1	3	0	0	0	35	0	0	1	0	2	1	0	1	0	0	6	5	0	0	1	0	0	0	0	3	0	0	0	0	0
0	0	1	0	2	0	0	3	1	0	0	0	0	0	5	2	0	0	0	2	1	0	0	1	32	0	0	2	0	0	2	1	7	0	0	3	16	0	0	2	1	0	0	0	6	0	0	2	0	0
0	0	2	0	0	0	0	17	1	0	0	0	0	1	1	1	0	0	0	4	0	0	0	0	74	0	0	0	0	0	0	0	9	0	0	3	25	0	0	2	5	0	0	0	2	0	0	2	0	1
2	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	1	23	0	0	0	0	0	0	1	2	0	0	0	16	0	0	1	2	0	0	0	0	0	0	1	0	0
0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	2	0	0	0	0	21	0	0	0	0	0	0	0	1	0	0	0	6	0	0	4	3	0	0	0	1	0	0	0	0	0
0	1	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	21	0	0	0	0	0	1	2	2	0	0	1	13	0	0	2	6	0	0	0	1	0	0	0	0	0
1	0	0	0	0	2	0	1	0	1	0	3	0	0	5	0	0	1	0	7	0	0	0	4	21	0	0	0	15	5	0	0	2	0	7	7	19	1	0	4	5	0	3	1	6	0	0	4	0	2
0	0	1	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	2	2	0	0	35	0	0	0	0	0	0	0	2	0	0	6	1	0	0	0	3	0	0	0	5	0	0	0	0	0
3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	24	0	0	0	0	0	0	0	1	0	0	4	14	0	0	1	7	0	0	0	16	0	0	3	0	1
1	0	3	0	0	0	0	9	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	1	23	0	0	1	0	0	0	1	0	0	0	0	27	0	0	2	4	0	0	0	5	0	0	2	0	0
0	0	1	0	1	0	3	7	2	0	0	3	0	0	2	0	0	0	1	4	8	1	0	4	39	0	0	0	12	5	4	2	4	1	0	1	2	0	1	1	5	1	0	2	10	2	0	3	2	2
0	0	6	0	0	0	0	3	5	0	0	2	0	0	8	0	0	2	0	2	7	5	1	1	33	0	0	0	6	1	7	0	2	0	0	3	10	0	0	0	13	0	0	0	12	3	2	0	0	1
2	0	2	0	0	1	0	7	2	0	0	0	0	0	2	2	0	4	1	4	9	0	0	3	39	0	0	1	10	2	5	0	5	0	0	4	15	0	2	0	0	0	0	0	6	3	0	1	2	2
0	0	3	0	0	0	0	9	1	0	0	1	0	0	2	2	2	1	1	6	27	2	0	0	43	0	0	3	4	12	4	2	7	0	0	4	18	0	0	0	3	2	0	0	9	2	0	1	0	0
0	0	0	0	3	0	0	9	4	0	0	0	0	0	0	1	0	0	1	1	6	0	0	2	52	0	0	1	1	9	10	0	6	1	0	0	28	0	0	13	18	0	0	2	1	4	0	1	0	1
0	0	3	0	1	0	0	9	0	0	1	2	1	0	1	0	0	3	2	2	15	5	1	2	67	0	0	3	12	0	1	5	18	0	1	6	4	0	0	2	4	0	8	2	19	0	4	3	0	1
0	0	2	0	1	0	0	18	2	0	0	0	0	0	1	0	0	2	2	4	23	1	0	4	55	0	1	0	2	4	3	6	25	0	0	2	33	0	0	2	0	0	3	2	8	1	0	0	1	2
0	0	2	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	1	2	11	0	0	6	27	0	0	1	0	3	4	1	7	0	0	7	2	0	0	3	1	0	0	0	13	0	0	0	0	1
0	0	2	0	2	0	0	6	0	0	0	2	0	0	0	0	0	1	3	1	21	4	1	2	41	0	0	0	21	6	1	0	5	0	0	1	8	0	0	1	9	0	2	3	17	1	0	0	0	2
1	0	0	0	0	0	0	6	0	0	0	1	1	1	0	1	0	2	0	1	5	0	0	3	30	1	0	2	1	1	0	0	8	0	0	2	3	0	0	0	0	0	0	0	9	0	0	1	0	1
0	0	2	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	4	14	0	1	0	19	0	0	4	2	1	1	1	8	0	0	1	2	0	1	1	2	0	0	0	9	0	0	0	0	0
0	0	1	0	0	0	0	17	0	0	0	2	0	0	0	0	0	3	0	0	12	3	1	1	18	0	0	2	4	8	2	1	11	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0
0	0	3	0	0	0	0	10	0	0	0	1	0	0	2	0	0	0	0	1	10	0	0	3	22	0	0	0	1	0	1	1	12	0	0	1	0	0	1	1	5	0	0	0	5	0	0	0	0	0
2	1	7	0	0	0	0	15	0	0	0	3	1	0	2	0	0	2	1	4	20	5	0	5	43	0	0	4	5	7	3	1	19	0	0	6	2	0	0	5	2	0	0	2	14	0	0	0	0	0
0	3	0	0	1	0	0	16	0	0	0	0	0	1	0	4	0	0	0	3	11	3	0	4	49	0	0	2	0	0	1	0	7	0	0	0	5	0	0	0	10	0	1	0	9	0	0	1	0	1
0	0	7	0	2	0	0	22	0	0	0	1	0	0	0	0	0	3	1	1	21	3	0	7	32	0	0	1	15	11	2	2	35	0	0	2	4	0	0	0	0	0	0	1	7	0	0	2	0	4
1	1	2	0	0	0	0	8	0	0	0	2	0	1	1	0	0	2	1	3	15	2	3	6	67	0	0	1	7	0	5	0	15	0	0	2	7	0	0	7	3	0	0	2	13	0	1	0	0	2
1	0	2	0	0	0	0	34	0	0	0	5	0	3	4	0	0	5	2	6	31	5	0	7	53	2	2	4	6	5	3	1	18	0	0	4	9	0	1	1	4	2	0	2	24	0	0	2	0	2
1	0	3	3	2	0	0	109	10	0	0	3	0	1	1	0	0	2	3	5	65	15	1	20	71	0	0	2	33	7	13	1	30	0	0	1	58	0	14	3	4	1	0	4	23	3	0	1	0	7
1	2	4	2	1	0	0	100	2	0	0	3	1	0	1	0	0	2	1	8	43	8	1	23	71	0	0	1	42	5	6	3	52	0	0	5	15	3	0	5	7	1	0	5	23	0	0	2	0	2
1	0	0	0	2	0	0	23	0	0	0	0	0	0	1	0	0	0	1	2	18	3	0	7	64	0	0	1	4	2	1	0	21	0	0	2	13	0	1	5	4	0	0	1	16	0	0	3	0	1
2	0	1	0	0	0	0	11	0	0	0	2	0	2	1	1	0	3	0	2	25	1	0	3	57	0	0	5	0	1	1	0	8	0	0	2	9	0	0	3	3	0	2	0	9	2	1	1	0	5
0	0	5	0	1	0	0	24	2	0	0	2	1	1	1	6	0	1	0	1	42	2	0	4	65	0	0	1	10	6	2	2	11	0	0	4	61	0	4	1	3	0	1	2	7	1	0	1	0	3
0	2	4	0	0	0	0	3	0	0	1	2	0	0	3	0	0	1	0	6	12	3	1	2	59	0	0	1	0	5	7	2	6	0	0	8	26	0	0	2	4	2	0	0	11	2	0	6	0	7
0	0	2	0	3	0	0	46	2	0	1	1	0	0	2	2	0	36	2	8	28	5	0	15	96	0	0	3	3	9	3	2	10	1	0	7	40	2	0	4	4	1	0	1	19	7	0	11	2	7
1	2	2	0	0	0	0	20	1	0	0	5	0	0	3	2	0	1	1	6	34	0	1	5	73	0	0	2	19	3	5	2	7	0	0	5	21	0	0	8	4	0	0	6	15	5	1	4	0	1
1	1	3	0	0	0	0	1	0	0	0	7	0	0	2	0	0	6	1	4	35	3	1	3	87	0	0	0	25	5	13	0	9	0	0	13	13	0	0	4	7	0	0	2	22	0	0	3	1	3
6	1	3	0	2	0	0	5	0	0	0	2	0	0	0	1	1	0	1	3	49	8	1	3	59	0	0	4	17	5	6	2	17	0	0	5	5	0	2	8	1	0	0	6	9	1	1	2	0	2
1	1	3	0	1	0	0	17	0	1	2	4	0	0	4	3	1	7	3	25	75	26	2	13	111	1	0	9	57	17	15	3	33	0	0	9	25	1	3	6	4	0	4	5	29	0	1	12	2	3
2	2	1	0	1	0	0	7	0	0	3	4	0	0	1	0	0	2	2	3	26	4	0	3	79	1	0	0	28	4	6	0	7	0	0	15	7	0	0	5	3	0	1	2	18	0	0	7	1	0
1	0	2	0	0	0	0	0	0	0	0	6	0	0	1	0	0	1	0	3	11	1	1	0	34	0	0	0	19	4	4	0	10	0	0	3	5	0	0	5	2	0	1	0	7	0	0	2	0	0
0	2	3	0	0	0	0	0	0	0	0	4	0	0	1	0	1	6	2	13	21	0	3	6	64	2	0	5	11	5	6	3	4	0	0	5	1	1	0	4	2	1	0	4	31	0	2	5	0	1
1	1	4	0	0	0	0	1	0	0	0	2	0	0	3	0	0	0	2	1	16	2	0	2	31	1	0	1	11	5	4	0	9	0	0	9	13	0	0	2	3	0	0	0	18	0	0	6	1	1
1	0	3	0	0	2	0	4	0	0	0	1	0	0	0	1	2	7	0	1	21	1	0	0	40	0	0	2	38	4	2	2	15	0	0	11	4	0	0	2	0	0	1	0	9	0	4	6	0	2
2	1	2	0	3	0	0	11	0	0	0	0	0	0	1	0	0	5	0	5	19	0	1	0	38	0	0	2	13	3	6	0	5	0	0	9	15	0	1	2	1	0	6	1	15	0	0	6	0	3
3	1	2	0	2	0	0	0	0	0	0	1	0	0	5	22	0	3	3	7	35	12	0	1	63	0	0	4	19	8	4	3	17	0	0	12	0	0	1	4	2	0	6	3	11	1	2	6	2	3
0	1	3	0	2	0	0	0	0	0	0	1	0	0	4	2	0	5	1	2	30	9	0	0	46	0	0	4	16	4	5	0	3	0	0	5	3	0	1	3	2	0	2	3	14	0	0	3	0	1
0	0	5	2	1	0	0	7	0	0	1	2	0	0	1	0	0	2	0	9	16	0	1	2	40	0	0	2	9	3	5	0	14	0	0	5	4	0	0	1	2	0	1	2	9	0	1	1	0	0
0	0	2	0	1	0	0	0	0	0	0	4	0	0	1	0	0	1	0	0	15	2	0	4	22	0	1	0	19	4	4	2	3	0	0	9	12	0	0	2	4	1	2	3	11	0	1	3	0	0
0	0	1	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	9	4	0	1	24	0	0	0	7	6	2	0	7	0	1	6	5	0	2	0	4	0	1	1	9	0	0	1	0	0
0	0	4	0	0	1	0	0	0	0	0	3	0	0	18	3	0	3	0	0	51	5	0	6	45	0	0	2	19	5	3	0	5	0	0	7	13	0	0	3	7	0	9	2	2	2	11	8	1	1
0	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	0	1	0	4	12	2	0	1	33	0	0	2	8	3	2	0	4	0	0	1	3	0	0	1	4	0	0	0	6	0	0	1	0	1
1	2	3	0	0	0	0	0	0	0	0	2	0	0	0	11	0	4	1	0	8	1	0	0	25	0	0	4	12	4	0	1	0	1	0	5	8	1	2	4	8	0	0	1	4	1	1	2	0	0
1	0	0	0	0	0	0	0	1	0	1	2	0	0	1	0	0	5	0	0	13	1	0	0	42	0	0	0	5	3	2	0	4	0	0	1	7	0	0	0	3	0	2	1	6	0	1	2	2	4
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	1	0	16	0	0	0	19	2	0	1	0	0	1	2	2	0	0	3	3	0	0	0	1	0	3	0	4	1	0	2	0	1
0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	3	2	0	0	19	1	0	0	0	2	2	1	0	1	0	6	12	0	0	3	2	1	3	0	4	0	0	3	0	0
0	0	3	0	0	0	0	0	0	0	0	1	0	0	3	0	1	3	0	1	1	1	0	0	24	0	0	1	0	2	4	1	1	1	0	2	10	0	0	5	2	0	5	0	3	0	2	8	0	0
1	0	2	0	0	0	3	1	0	0	0	1	0	1	1	9	0	2	2	0	16	10	0	3	28	1	1	1	16	1	2	0	5	0	0	7	19	3	0	2	3	0	1	1	9	4	1	3	4	1
0	0	0	0	1	0	0	2	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	21	0	0	1	0	0	1	1	0	0	0	4	6	1	0	3	0	0	0	0	8	0	1	2	1	0
1	0	4	0	0	0	1	2	2	0	0	2	0	0	2	3	0	1	0	2	8	1	0	0	26	0	0	0	1	3	2	1	5	1	0	2	2	1	0	3	1	0	0	0	12	0	0	4	1	0
1	0	5	0	1	0	0	12	0	0	0	0	1	1	1	4	1	2	0	3	13	2	1	8	49	0	0	1	0	1	3	0	6	0	0	2	34	0	0	2	0	0	0	0	9	7	1	3	0	4
0	0	0	0	0	0	2	0	0	0	0	2	0	0	5	1	0	0	0	0	6	1	0	0	26	0	3	1	0	1	0	0	1	1	0	9	14	0	0	2	3	0	0	0	2	0	0	4	0	0
0	0	0	0	2	0	0	24	2	0	0	6	0	0	8	4	0	2	1	10	20	2	0	10	47	0	1	1	27	3	13	1	5	3	0	2	26	0	0	8	5	0	0	4	12	1	0	0	0	0
0	0	2	0	2	0	0	2	0	0	0	1	0	0	0	2	0	1	0	4	13	5	0	10	16	1	0	1	2	0	2	7	2	0	0	0	19	0	2	0	7	0	7	1	3	0	0	3	0	2
0	0	1	0	0	0	0	11	0	0	0	0	0	0	0	0	0	1	0	2	0	2	0	0	10	0	1	1	0	1	0	1	0	0	0	2	5	0	0	2	3	0	0	0	4	0	0	2	2	0
0	0	5	0	0	0	0	6	0	0	0	4	0	0	13	0	0	3	0	2	4	9	1	2	23	1	0	0	14	3	0	0	1	1	0	1	23	0	0	1	6	0	1	0	17	0	0	2	0	1
0	1	4	1	1	0	0	27	1	0	0	2	0	0	7	1	1	2	3	3	0	18	0	12	18	0	2	3	20	1	0	0	1	1	0	6	123	0	0	2	1	0	0	3	14	0	1	2	1	0
0	0	0	0	0	0	0	0	2	0	0	3	0	0	3	1	0	7	0	0	12	3	1	7	27	0	1	2	78	7	2	1	2	1	0	3	43	0	0	4	11	3	1	0	8	1	0	7	2	2
0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	8	0	0	0	2	0	0	2	0	0	0	1	11	0	0	1	6	0	0	1	1	1	0	2	0	0
0	0	6	0	1	0	0	3	0	0	0	3	0	0	0	0	0	7	0	3	1	0	2	6	4	0	0	0	4	0	1	0	0	0	0	0	24	0	0	1	5	0	0	0	10	0	0	2	0	0
0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	8	1	0	2	1	13	0	0	0	8	3	0	0	1	0	0	2	15	0	0	0	1	1	2	0	11	0	0	0	0	1
0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	2	7	0	2	0	16	0	2	1	0	0	0	0	0	0	0	8	6	0	0	1	4	0	2	0	4	0	0	2	0	0
0	0	1	0	1	0	0	2	0	0	0	2	0	0	0	0	0	2	0	1	3	3	0	4	10	0	0	0	18	0	2	0	4	0	0	2	19	0	0	2	2	0	0	0	2	0	0	3	0	2
0	0	1	0	0	0	0	1	0	0	0	3	0	0	4	1	0	1	2	1	1	3	1	1	17	0	0	0	29	0	0	0	1	2	0	0	21	0	0	0	1	0	1	1	9	1	0	1	0	0
0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	1	1	0	2	23	0	0	2	25	0	0	4	2	1	0	0	14	0	0	0	2	0	0	0	4	0	0	0	0	0
0	0	4	0	0	0	1	6	1	1	0	0	0	0	2	3	0	1	1	0	4	9	0	1	44	0	0	1	31	7	3	4	2	4	0	5	16	0	0	0	26	0	0	0	14	4	0	1	2	0
0	4	1	0	0	0	0	2	5	0	0	0	0	0	7	0	0	10	0	1	13	4	0	9	5	0	0	1	124	0	3	0	3	2	0	11	32	0	0	4	7	0	0	0	8	3	0	0	3	2
0	0	1	0	0	1	1	14	1	0	0	0	0	0	4	3	0	3	1	5	10	1	1	1	23	0	0	1	20	2	4	9	2	0	0	2	39	0	1	1	7	0	0	1	10	7	0	0	4	2
0	0	0	0	0	0	2	5	6	0	0	0	0	0	4	1	0	2	0	2	5	2	0	3	12	0	0	0	16	0	0	2	3	0	0	1	32	0	0	0	1	0	0	1	9	1	0	2	0	2
1	0	0	0	1	0	1	9	0	0	0	4	0	1	2	0	0	3	0	9	2	1	0	1	10	0	0	1	11	1	1	0	0	1	0	0	9	0	0	4	0	0	2	1	8	5	0	2	0	2
0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	12	0	0	0	0	0	0	0	1	0	0	6	3	1	0	4	0	0	0	0	0	0	0	5	0	0
0	0	1	0	0	1	3	7	2	0	0	0	0	1	1	4	0	1	1	3	8	7	0	2	18	0	1	1	2	0	1	2	4	0	1	5	1	0	0	0	0	0	2	0	9	0	0	0	1	1
0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	0	0	27	0	0	0	0	4	3	2	2	1	0	2	13	0	0	1	1	0	0	0	7	0	0	6	2	1
0	3	0	0	0	1	0	3	0	0	0	0	1	0	5	0	0	0	0	0	1	0	2	0	19	0	0	0	0	0	0	0	1	3	0	0	8	0	0	0	1	0	0	0	13	0	0	1	0	0
2	2	7	2	0	1	4	13	0	0	0	4	0	0	3	7	1	2	0	6	2	2	3	1	25	0	0	1	5	2	0	6	1	0	0	5	39	2	0	0	1	0	0	1	9	0	1	6	0	0
0	0	0	0	0	2	0	1	0	0	0	0	0	0	3	2	0	3	0	2	5	3	0	0	21	0	0	0	0	0	2	0	5	0	0	0	14	0	0	1	5	0	0	0	4	0	0	0	0	2
0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	2	1	7	12	7	0	3	20	0	0	1	16	0	2	0	4	0	0	0	0	0	1	2	2	0	0	0	10	0	0	0	0	0
0	1	2	0	0	0	1	5	3	0	0	0	1	0	3	1	0	3	0	2	4	1	2	2	19	0	0	1	0	1	0	0	0	0	0	2	15	0	0	0	2	0	0	1	3	0	0	2	0	4
0	0	2	0	0	0	0	3	1	0	0	1	0	0	0	2	1	1	0	1	6	3	0	0	18	0	0	0	0	0	1	0	2	0	0	1	10	0	3	0	1	0	0	0	2	0	0	0	0	0
1	0	3	0	0	0	0	9	0	0	0	0	0	1	0	0	0	0	0	0	10	0	0	0	25	0	0	0	0	1	0	0	2	0	0	1	11	0	0	2	0	0	0	0	2	0	0	1	0	0
0	5	7	0	2	0	0	3	0	0	0	0	0	4	2	0	2	0	1	5	0	0	0	0	26	0	0	0	0	1	0	0	3	0	1	7	18	3	0	1	7	0	0	1	1	0	1	3	0	0
1	2	3	0	0	0	2	8	0	1	0	3	1	0	4	0	0	2	2	4	0	2	0	2	16	0	0	1	0	4	0	0	4	0	0	3	26	6	1	4	1	0	0	1	7	0	0	1	0	1
0	3	0	0	2	0	0	1	0	0	2	0	0	0	2	0	0	0	0	4	4	0	2	1	18	0	0	0	0	0	4	0	0	1	0	3	14	0	0	3	6	0	0	0	4	0	5	0	0	0
0	0	3	0	0	0	0	0	0	0	0	0	0	0	4	0	0	7	0	0	4	1	1	0	7	0	0	1	0	2	0	0	3	1	0	2	15	2	0	3	6	0	1	0	6	0	0	4	0	0
1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	3	0	0	0	18	1	2	10	0	3	0	4	1	2	3	3	1	0	2	6	3	0	2	5	0	2	2	5	0	1	0	0	0
0	0	1	0	1	0	0	4	0	0	0	3	0	3	0	0	0	3	0	5	1	5	0	0	12	0	10	2	0	0	0	1	5	3	0	3	16	0	0	0	7	0	0	2	5	0	0	1	0	1
1	0	3	0	0	0	0	2	0	0	0	2	0	0	3	0	0	12	0	3	0	0	0	1	15	0	0	0	2	1	8	3	0	1	0	4	13	0	0	0	10	0	0	1	4	0	1	1	0	1
0	0	5	0	8	0	0	5	0	0	0	3	0	0	2	0	0	5	3	8	1	0	0	0	14	0	6	1	0	1	0	0	4	0	0	5	17	6	0	2	7	4	0	0	2	0	0	3	0	1
0	0	0	1	1	0	3	4	1	0	0	2	3	0	1	3	0	3	0	1	11	13	0	0	20	0	2	0	6	1	2	2	6	1	0	1	19	0	0	1	5	0	1	0	3	4	0	0	0	1
0	0	2	0	0	0	0	1	1	0	0	1	0	0	2	0	0	1	0	3	1	9	0	1	11	0	0	1	3	1	1	2	1	0	0	3	13	1	0	0	2	0	1	0	2	0	0	2	0	0
1	0	4	0	0	0	0	6	2	0	0	2	0	1	6	1	0	2	0	8	9	5	1	3	23	0	0	0	16	1	3	0	3	0	0	5	24	0	0	2	2	0	0	2	6	0	0	0	0	0
0	0	0	0	0	0	0	2	0	0	0	1	0	0	2	0	0	1	0	4	7	1	1	0	12	0	0	2	0	0	0	0	1	0	0	1	0	2	0	0	3	0	0	0	6	0	0	2	0	1
0	0	1	0	1	0	0	4	0	0	0	0	0	0	1	0	0	2	1	1	0	0	0	0	10	0	0	0	0	1	1	1	1	0	0	0	4	0	0	1	0	0	0	1	3	0	0	0	0	1
0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	2	0	0	2	0	0	0	0	2	0	0	1	0	0
0	3	4	0	1	0	0	2	3	0	0	2	0	4	0	0	0	3	0	7	1	1	0	1	15	2	0	0	0	4	2	2	3	0	0	0	8	0	0	0	1	0	0	0	2	0	0	1	1	0
0	6	0	0	0	0	0	0	2	1	0	0	0	0	5	2	0	1	0	11	21	11	0	4	24	0	1	1	26	2	0	4	12	4	0	0	4	0	0	5	1	0	1	0	9	4	0	2	0	2
0	0	1	0	1	3	0	7	1	0	0	0	5	0	2	0	0	8	1	15	19	26	0	1	36	1	8	0	28	2	1	5	5	2	6	2	31	0	0	4	7	0	3	0	6	0	0	3	4	2
0	0	4	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	1	1	4	2	0	0	12	0	0	0	1	1	0	0	1	0	0	0	5	5	0	1	3	0	0	0	3	0	0	3	0	1
0	1	2	1	0	1	2	3	0	0	1	2	0	0	0	0	0	2	0	1	3	1	0	1	15	0	0	1	8	1	0	0	3	0	0	7	22	0	0	0	0	0	0	0	4	0	0	2	0	0
